time,A,B,C,4,5,6
0.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
15000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
30000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
45000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
60000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
75000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
90000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
105000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
120000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
135000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
150000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
165000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
180000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
195000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
210000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
225000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
240000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
255000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
270000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
285000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
300000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
315000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
330000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
345000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
360000.0,3.0360392e+02,3.0383787e+02,3.0602160e+02,2.8997785e+02,3.2178173e+02,3.3215128e+02
