time,A,B,C,4,5,6
0.0,3.2570999e+02,3.2570999e+02,3.2570999e+02,3.2570999e+02,3.2589027e+02,3.3215128e+02
15000.0,3.2586371e+02,3.2586531e+02,3.2586346e+02,3.2586346e+02,3.2603103e+02,3.3215128e+02
30000.0,3.2623314e+02,3.2623473e+02,3.2623295e+02,3.2623294e+02,3.2637071e+02,3.3215128e+02
45000.0,3.2565191e+02,3.2565431e+02,3.2565109e+02,3.2565099e+02,3.2583533e+02,3.3215128e+02
60000.0,3.2504623e+02,3.2504851e+02,3.2504566e+02,3.2504593e+02,3.2528069e+02,3.3215121e+02
75000.0,3.2509286e+02,3.2509489e+02,3.2509197e+02,3.2509218e+02,3.2532303e+02,3.3215121e+02
90000.0,3.2504148e+02,3.2504362e+02,3.2504053e+02,3.2504075e+02,3.2527572e+02,3.3215121e+02
105000.0,3.2409094e+02,3.2409329e+02,3.2408945e+02,3.2408986e+02,3.2439928e+02,3.3215112e+02
120000.0,3.2223739e+02,3.2224114e+02,3.2223669e+02,3.2223617e+02,3.2324632e+02,3.3215112e+02
135000.0,3.2019283e+02,3.2019368e+02,3.2019045e+02,3.2019043e+02,3.2237126e+02,3.3215115e+02
150000.0,3.1847976e+02,3.1847969e+02,3.1847575e+02,3.1847348e+02,3.2178158e+02,3.3214825e+02
165000.0,3.1651518e+02,3.1651358e+02,3.1650895e+02,3.1650704e+02,3.2178152e+02,3.3215115e+02
180000.0,3.1461393e+02,3.1461247e+02,3.1460603e+02,3.1460347e+02,3.2178164e+02,3.3215121e+02
195000.0,3.1365995e+02,3.1365836e+02,3.1365096e+02,3.1364796e+02,3.2178163e+02,3.3215024e+02
210000.0,3.1203692e+02,3.1203393e+02,3.1202346e+02,3.1202178e+02,3.2178158e+02,3.3214969e+02
225000.0,3.1185190e+02,3.1184965e+02,3.1184128e+02,3.1183998e+02,3.2178164e+02,3.3214969e+02
240000.0,3.1061357e+02,3.1060903e+02,3.1059536e+02,3.1059359e+02,3.2178158e+02,3.3215005e+02
255000.0,3.1019146e+02,3.1018772e+02,3.1016942e+02,3.1016840e+02,3.2178155e+02,3.3215015e+02
270000.0,3.0961255e+02,3.0960662e+02,3.0957835e+02,3.0957680e+02,3.2178146e+02,3.3215045e+02
285000.0,3.0955050e+02,3.0954335e+02,3.0950680e+02,3.0950506e+02,3.2178148e+02,3.3215054e+02
300000.0,3.0851242e+02,3.0849882e+02,3.0843612e+02,3.0843786e+02,3.2178154e+02,3.3215091e+02
315000.0,3.0794220e+02,3.0791446e+02,3.0780984e+02,3.0781769e+02,3.2178153e+02,3.3215094e+02
330000.0,3.0733874e+02,3.0727334e+02,3.0709392e+02,3.0709158e+02,3.2178148e+02,3.3215088e+02
345000.0,3.0652609e+02,3.0631834e+02,3.0607039e+02,3.0584060e+02,3.2178141e+02,3.3215082e+02
360000.0,3.0650436e+02,3.0626306e+02,3.0603683e+02,3.0566174e+02,3.2178144e+02,3.3215082e+02
375000.0,3.0644186e+02,3.0617841e+02,3.0603352e+02,3.0546527e+02,3.2178141e+02,3.3215079e+02
390000.0,3.0636503e+02,3.0603634e+02,3.0602113e+02,3.0432699e+02,3.2178136e+02,3.3215073e+02
405000.0,3.0640205e+02,3.0610686e+02,3.0603081e+02,3.0517845e+02,3.2178144e+02,3.3215085e+02
420000.0,3.0636281e+02,3.0604798e+02,3.0603361e+02,3.0488889e+02,3.2178141e+02,3.3215079e+02
435000.0,3.0646045e+02,3.0616882e+02,3.0602840e+02,3.0522120e+02,3.2178147e+02,3.3215082e+02
450000.0,3.0652576e+02,3.0620735e+02,3.0602869e+02,3.0433087e+02,3.2178120e+02,3.3215057e+02
465000.0,3.0690569e+02,3.0673023e+02,3.0627208e+02,3.0628002e+02,3.2178139e+02,3.3215076e+02
480000.0,3.0821261e+02,3.0817089e+02,3.0801747e+02,3.0802443e+02,3.2178151e+02,3.3215091e+02
495000.0,3.0823168e+02,3.0819007e+02,3.0803667e+02,3.0804315e+02,3.2178163e+02,3.3215100e+02
510000.0,3.0893176e+02,3.0891505e+02,3.0883672e+02,3.0883827e+02,3.2178168e+02,3.3215112e+02
525000.0,3.1009222e+02,3.1008536e+02,3.1005423e+02,3.1005353e+02,3.2178167e+02,3.3215070e+02
540000.0,3.1208334e+02,3.1208018e+02,3.1206577e+02,3.1206404e+02,3.2178168e+02,3.3215027e+02
555000.0,3.1413542e+02,3.1413334e+02,3.1412317e+02,3.1411939e+02,3.2178174e+02,3.3214987e+02
570000.0,3.1522886e+02,3.1522685e+02,3.1521866e+02,3.1521555e+02,3.2178170e+02,3.3215018e+02
585000.0,3.1652919e+02,3.1652712e+02,3.1652118e+02,3.1651870e+02,3.2178163e+02,3.3215021e+02
600000.0,3.1714389e+02,3.1714186e+02,3.1713662e+02,3.1713473e+02,3.2178150e+02,3.3215097e+02
615000.0,3.1710742e+02,3.1710541e+02,3.1709991e+02,3.1709785e+02,3.2178140e+02,3.3215079e+02
630000.0,3.1691780e+02,3.1691708e+02,3.1691460e+02,3.1691344e+02,3.2178162e+02,3.3215103e+02
645000.0,3.1693283e+02,3.1693213e+02,3.1692976e+02,3.1692873e+02,3.2178160e+02,3.3215088e+02
660000.0,3.1641092e+02,3.1641030e+02,3.1640785e+02,3.1640667e+02,3.2178165e+02,3.3215109e+02
675000.0,3.1592101e+02,3.1592040e+02,3.1591776e+02,3.1591649e+02,3.2178169e+02,3.3215112e+02
690000.0,3.1568822e+02,3.1568773e+02,3.1568539e+02,3.1568420e+02,3.2178172e+02,3.3215115e+02
705000.0,3.1479500e+02,3.1479353e+02,3.1478716e+02,3.1478462e+02,3.2178166e+02,3.3215103e+02
720000.0,3.1610331e+02,3.1610334e+02,3.1610272e+02,3.1610243e+02,3.2178179e+02,3.3215112e+02
735000.0,3.1900684e+02,3.1900718e+02,3.1900654e+02,3.1900617e+02,3.2186537e+02,3.3215106e+02
750000.0,3.2147219e+02,3.2147391e+02,3.2147179e+02,3.2147192e+02,3.2291971e+02,3.3215118e+02
765000.0,3.2144327e+02,3.2144617e+02,3.2144204e+02,3.2144209e+02,3.2290679e+02,3.3215115e+02
780000.0,3.2128071e+02,3.2128216e+02,3.2128020e+02,3.2128022e+02,3.2283775e+02,3.3215128e+02
795000.0,3.2199846e+02,3.2200083e+02,3.2199812e+02,3.2199792e+02,3.2314456e+02,3.3215125e+02
810000.0,3.2195367e+02,3.2195574e+02,3.2195376e+02,3.2195356e+02,3.2312569e+02,3.3215125e+02
825000.0,3.2284339e+02,3.2284531e+02,3.2284326e+02,3.2284336e+02,3.2350630e+02,3.3215128e+02
840000.0,3.2505188e+02,3.2505273e+02,3.2505183e+02,3.2505194e+02,3.2528549e+02,3.3215128e+02
855000.0,3.2549054e+02,3.2549216e+02,3.2549021e+02,3.2549013e+02,3.2568788e+02,3.3215125e+02
870000.0,3.2543632e+02,3.2543852e+02,3.2543601e+02,3.2543607e+02,3.2563828e+02,3.3215125e+02
885000.0,3.2550904e+02,3.2551109e+02,3.2550801e+02,3.2550807e+02,3.2570407e+02,3.3215125e+02
900000.0,3.2539708e+02,3.2539923e+02,3.2539661e+02,3.2539671e+02,3.2560201e+02,3.3215125e+02
915000.0,3.2540396e+02,3.2540598e+02,3.2540308e+02,3.2540309e+02,3.2560761e+02,3.3215125e+02
930000.0,3.2533894e+02,3.2534096e+02,3.2533826e+02,3.2533836e+02,3.2554811e+02,3.3215128e+02
945000.0,3.2530211e+02,3.2530441e+02,3.2530116e+02,3.2530129e+02,3.2551398e+02,3.3215128e+02
960000.0,3.2525319e+02,3.2525548e+02,3.2525228e+02,3.2525236e+02,3.2546896e+02,3.3215128e+02
975000.0,3.2528981e+02,3.2529217e+02,3.2528873e+02,3.2528889e+02,3.2550253e+02,3.3215128e+02
990000.0,3.2524945e+02,3.2525164e+02,3.2524858e+02,3.2524864e+02,3.2546558e+02,3.3215128e+02
1005000.0,3.2523139e+02,3.2523355e+02,3.2523071e+02,3.2523081e+02,3.2544922e+02,3.3215128e+02
1020000.0,3.2524575e+02,3.2524747e+02,3.2524536e+02,3.2524547e+02,3.2546280e+02,3.3215128e+02
1035000.0,3.2531810e+02,3.2531990e+02,3.2531739e+02,3.2531751e+02,3.2552893e+02,3.3215128e+02
1050000.0,3.2527857e+02,3.2528065e+02,3.2527790e+02,3.2527804e+02,3.2549264e+02,3.3215128e+02
1065000.0,3.2525499e+02,3.2525696e+02,3.2525442e+02,3.2525451e+02,3.2547103e+02,3.3215128e+02
1080000.0,3.2523854e+02,3.2524049e+02,3.2523797e+02,3.2523808e+02,3.2545592e+02,3.3215128e+02
1095000.0,3.2525276e+02,3.2525396e+02,3.2525270e+02,3.2525279e+02,3.2546974e+02,3.3215128e+02
1110000.0,3.2530751e+02,3.2530803e+02,3.2530754e+02,3.2530758e+02,3.2552020e+02,3.3215128e+02
1125000.0,3.2527388e+02,3.2527485e+02,3.2527392e+02,3.2527400e+02,3.2548929e+02,3.3215128e+02
1140000.0,3.2529785e+02,3.2529844e+02,3.2529796e+02,3.2529799e+02,3.2551143e+02,3.3215128e+02
1155000.0,3.2559085e+02,3.2559145e+02,3.2559090e+02,3.2559096e+02,3.2578074e+02,3.3215128e+02
1170000.0,3.2584555e+02,3.2584616e+02,3.2584563e+02,3.2584566e+02,3.2601492e+02,3.3215128e+02
1185000.0,3.2590734e+02,3.2590812e+02,3.2590732e+02,3.2590739e+02,3.2607163e+02,3.3215128e+02
1200000.0,3.2581245e+02,3.2581324e+02,3.2581244e+02,3.2581251e+02,3.2598441e+02,3.3215128e+02
1215000.0,3.2583537e+02,3.2583610e+02,3.2583539e+02,3.2583544e+02,3.2600549e+02,3.3215128e+02
1230000.0,3.2692629e+02,3.2692627e+02,3.2692627e+02,3.2692621e+02,3.2700846e+02,3.3215131e+02
1245000.0,3.2860928e+02,3.2860924e+02,3.2860922e+02,3.2860921e+02,3.2860919e+02,3.3215134e+02
1260000.0,3.2952364e+02,3.2952371e+02,3.2952359e+02,3.2952361e+02,3.2952356e+02,3.3215128e+02
1275000.0,3.2984142e+02,3.2984178e+02,3.2984143e+02,3.2984144e+02,3.2984143e+02,3.3215128e+02
1290000.0,3.2987057e+02,3.2987117e+02,3.2987042e+02,3.2987033e+02,3.2987011e+02,3.3215125e+02
1305000.0,3.2932908e+02,3.2933009e+02,3.2932946e+02,3.2932952e+02,3.2932968e+02,3.3215128e+02
1320000.0,3.2981348e+02,3.2981358e+02,3.2981346e+02,3.2981343e+02,3.2981340e+02,3.3215131e+02
1335000.0,3.2956268e+02,3.2956380e+02,3.2956262e+02,3.2956251e+02,3.2956240e+02,3.3215125e+02
1350000.0,3.2869768e+02,3.2869884e+02,3.2869749e+02,3.2869743e+02,3.2869727e+02,3.3215128e+02
1365000.0,3.2825052e+02,3.2825129e+02,3.2825044e+02,3.2825040e+02,3.2825015e+02,3.3215128e+02
1380000.0,3.2802701e+02,3.2802843e+02,3.2802679e+02,3.2802676e+02,3.2802655e+02,3.3215125e+02
1395000.0,3.2830008e+02,3.2830019e+02,3.2830003e+02,3.2829992e+02,3.2829989e+02,3.3215137e+02
1410000.0,3.2961178e+02,3.2961187e+02,3.2961176e+02,3.2961177e+02,3.2961174e+02,3.3215134e+02
1425000.0,3.2927949e+02,3.2928103e+02,3.2927921e+02,3.2927895e+02,3.2927861e+02,3.3215125e+02
1440000.0,3.2820495e+02,3.2820663e+02,3.2820450e+02,3.2820425e+02,3.2820386e+02,3.3215125e+02
1455000.0,3.2716418e+02,3.2716550e+02,3.2716373e+02,3.2716366e+02,3.2722646e+02,3.3215125e+02
1470000.0,3.2695362e+02,3.2695457e+02,3.2695355e+02,3.2695352e+02,3.2703356e+02,3.3215128e+02
1485000.0,3.2805822e+02,3.2805839e+02,3.2805847e+02,3.2805855e+02,3.2805877e+02,3.3215140e+02
1500000.0,3.2955277e+02,3.2955288e+02,3.2955256e+02,3.2955250e+02,3.2955226e+02,3.3215128e+02
1515000.0,3.2846544e+02,3.2846739e+02,3.2846470e+02,3.2846444e+02,3.2846373e+02,3.3215125e+02
1530000.0,3.2700913e+02,3.2701062e+02,3.2700902e+02,3.2700916e+02,3.2708451e+02,3.3215125e+02
1545000.0,3.2599864e+02,3.2600012e+02,3.2599847e+02,3.2599847e+02,3.2615510e+02,3.3215128e+02
1560000.0,3.2613180e+02,3.2613229e+02,3.2613175e+02,3.2613179e+02,3.2627795e+02,3.3215128e+02
1575000.0,3.2750929e+02,3.2750931e+02,3.2750937e+02,3.2750940e+02,3.2754467e+02,3.3215137e+02
1590000.0,3.2860858e+02,3.2860877e+02,3.2860838e+02,3.2860832e+02,3.2860803e+02,3.3215125e+02
1605000.0,3.2702880e+02,3.2703112e+02,3.2702786e+02,3.2702759e+02,3.2710115e+02,3.3215125e+02
1620000.0,3.2613774e+02,3.2613827e+02,3.2613779e+02,3.2613776e+02,3.2628348e+02,3.3215128e+02
1635000.0,3.2669623e+02,3.2669639e+02,3.2669619e+02,3.2669617e+02,3.2679695e+02,3.3215128e+02
1650000.0,3.2741519e+02,3.2741538e+02,3.2741538e+02,3.2741547e+02,3.2745834e+02,3.3215128e+02
1665000.0,3.2846416e+02,3.2846414e+02,3.2846416e+02,3.2846414e+02,3.2846414e+02,3.3215134e+02
1680000.0,3.2876738e+02,3.2876759e+02,3.2876688e+02,3.2876671e+02,3.2876618e+02,3.3215125e+02
1695000.0,3.2664961e+02,3.2665130e+02,3.2665005e+02,3.2665012e+02,3.2675493e+02,3.3215125e+02
1710000.0,3.2732113e+02,3.2732155e+02,3.2732186e+02,3.2732284e+02,3.2737367e+02,3.3215125e+02
1725000.0,3.2700285e+02,3.2700572e+02,3.2700186e+02,3.2700171e+02,3.2707728e+02,3.3215125e+02
